rotation_id,aircraft_id,flight_id,leg_number
R001862,AC074,FL0540,1
R001863,AC074,FL2193,2
R001864,AC074,FL1250,3
R001865,AC074,FL1600,1
R001866,AC074,FL1014,1
R001867,AC074,FL1858,1
R001868,AC074,FL1309,2
R001869,AC074,FL2969,3
R001870,AC074,FL1659,1
R001871,AC074,FL0721,2
R001872,AC074,FL2216,3
R001873,AC074,FL1463,1
R001874,AC074,FL0997,2
R001875,AC074,FL1029,3
R001876,AC074,FL0569,4
R001877,AC074,FL0390,5
R001878,AC074,FL2642,6
R001879,AC074,FL2994,1
R001880,AC074,FL2460,1
R001881,AC074,FL1474,2
R001882,AC074,FL0742,3
R001883,AC075,FL1617,1
R001884,AC075,FL2033,1
R001885,AC075,FL0509,1
R001886,AC075,FL1564,1
R001887,AC075,FL1061,1
R001888,AC075,FL0265,1
R001889,AC075,FL2892,2
R001890,AC075,FL2139,3
R001891,AC075,FL1476,1
R001892,AC075,FL0935,1
R001893,AC075,FL1689,2
R001894,AC075,FL2209,1
R001895,AC075,FL1897,1
R001896,AC075,FL2691,1
R001897,AC075,FL1514,2
R001898,AC075,FL0637,1
R001899,AC075,FL1228,1
R001900,AC075,FL2191,1
R001901,AC075,FL1006,2
R001902,AC075,FL2403,1
R001903,AC075,FL1779,1
R001904,AC075,FL0318,1
R001905,AC075,FL1896,1
R001906,AC075,FL2600,2
R001907,AC075,FL2759,3
R001908,AC075,FL0539,1
R001909,AC075,FL1327,1
R001910,AC075,FL2544,1
R001911,AC075,FL0206,2
R001912,AC075,FL1752,1
R001913,AC075,FL2605,2
R001914,AC076,FL1536,1
R001915,AC076,FL0142,1
R001916,AC076,FL0114,2
R001917,AC076,FL0042,1
R001918,AC076,FL2043,2
R001919,AC076,FL1610,1
R001920,AC076,FL0534,2
R001921,AC076,FL1763,3
R001922,AC076,FL1653,4
R001923,AC076,FL1376,5
R001924,AC076,FL1735,1
R001925,AC076,FL2519,2
R001926,AC076,FL0535,3
R001927,AC076,FL1666,1
R001928,AC076,FL1320,2
R001929,AC076,FL0838,1
R001930,AC076,FL2992,1
R001931,AC076,FL1906,1
R001932,AC076,FL2814,1
R001933,AC076,FL0242,1
R001934,AC076,FL1329,2
R001935,AC076,FL0541,1
R001936,AC076,FL2592,1
R001937,AC076,FL0141,2
R001938,AC077,FL2329,1
R001939,AC077,FL0117,2
R001940,AC077,FL1797,3
R001941,AC077,FL1843,1
R001942,AC077,FL0402,1
R001943,AC077,FL0736,2
R001944,AC077,FL2896,3
R001945,AC077,FL0889,1
R001946,AC077,FL1587,1
R001947,AC077,FL2220,1
R001948,AC077,FL3000,1
R001949,AC077,FL2407,1
R001950,AC077,FL0018,1
R001951,AC077,FL2917,1
R001952,AC077,FL2634,1
R001953,AC077,FL0694,1
R001954,AC077,FL0806,2
R001955,AC077,FL0229,1
R001956,AC077,FL1594,2
R001957,AC077,FL1470,1
R001958,AC077,FL1823,2
R001959,AC077,FL0609,1
R001960,AC077,FL1732,2
R001961,AC077,FL0082,3
R001962,AC077,FL0645,4
R001963,AC077,FL2497,5
R001964,AC077,FL1918,6
R001965,AC077,FL2258,1
R001966,AC077,FL0801,1
R001967,AC078,FL2219,1
R001968,AC078,FL1502,1
R001969,AC078,FL2741,1
R001970,AC078,FL1949,1
R001971,AC078,FL2588,2
R001972,AC078,FL1419,1
R001973,AC078,FL0866,1
R001974,AC078,FL0107,2
R001975,AC078,FL0771,1
R001976,AC078,FL0072,2
R001977,AC078,FL0346,1
R001978,AC078,FL2533,2
R001979,AC078,FL2535,3
R001980,AC078,FL1864,1
R001981,AC078,FL0274,2
R001982,AC078,FL1531,1
R001983,AC078,FL1498,2
R001984,AC078,FL2727,3
R001985,AC078,FL2476,4
R001986,AC078,FL1706,5
R001987,AC078,FL0855,1
R001988,AC078,FL0511,1
R001989,AC078,FL0683,1
R001990,AC078,FL2446,1
R001991,AC078,FL1058,1
R001992,AC078,FL1981,1
R001993,AC078,FL1379,2
R001994,AC078,FL2657,1
R001995,AC078,FL1567,1
R001996,AC078,FL0528,1
R001997,AC080,FL0554,1
R001998,AC080,FL0981,1
R001999,AC080,FL2776,2
R002000,AC080,FL1103,3
R002001,AC080,FL2109,1
R002002,AC080,FL2582,1
R002003,AC080,FL0163,1
R002004,AC080,FL0680,1
R002005,AC080,FL0263,1
R002006,AC080,FL1074,1
R002007,AC080,FL2114,2
R002008,AC080,FL2860,3
R002009,AC080,FL0533,4
R002010,AC080,FL2558,1
R002011,AC080,FL1328,1
R002012,AC080,FL1959,1
R002013,AC080,FL0019,2
R002014,AC080,FL2502,1
R002015,AC080,FL0338,1
R002016,AC080,FL0375,2
R002017,AC080,FL0968,1
R002018,AC080,FL1174,2
R002019,AC080,FL2031,1
R002020,AC080,FL2531,1
R002021,AC080,FL1699,1
R002022,AC080,FL2423,1
R002023,AC080,FL2676,2
R002024,AC080,FL2300,3
R002025,AC080,FL0494,4
R002026,AC080,FL1026,1
R002027,AC080,FL2146,1
R002028,AC080,FL2303,1
R002029,AC080,FL2335,1
R002030,AC080,FL1500,1
R002031,AC080,FL2019,1
R002032,AC080,FL0913,2
R002033,AC080,FL0237,1
R002034,AC080,FL1340,2
R002035,AC080,FL2578,1
R002036,AC081,FL0592,1
R002037,AC081,FL2392,2
R002038,AC081,FL1453,3
R002039,AC081,FL2099,4
R002040,AC081,FL2521,1
R002041,AC081,FL0241,1
R002042,AC081,FL0699,2
R002043,AC081,FL1941,3
R002044,AC081,FL2803,1
R002045,AC081,FL2796,1
R002046,AC081,FL2489,1
R002047,AC081,FL2470,2
R002048,AC081,FL0293,3
R002049,AC081,FL1113,4
R002050,AC081,FL0516,5
R002051,AC081,FL2541,6
R002052,AC081,FL0224,7
R002053,AC081,FL2873,8
R002054,AC081,FL2959,9
R002055,AC081,FL0216,10
R002056,AC082,FL1231,1
R002057,AC082,FL0877,2
R002058,AC082,FL0299,1
R002059,AC082,FL1721,2
R002060,AC082,FL1588,1
R002061,AC082,FL0986,2
R002062,AC082,FL0816,1
R002063,AC082,FL2972,1
R002064,AC082,FL2450,1
R002065,AC082,FL2789,1
R002066,AC082,FL0571,1
R002067,AC082,FL1644,1
R002068,AC082,FL0623,1
R002069,AC082,FL1381,2
R002070,AC082,FL1232,1
R002071,AC082,FL2735,1
R002072,AC082,FL1420,2
R002073,AC082,FL1238,3
R002074,AC082,FL1915,1
R002075,AC082,FL0882,1
R002076,AC082,FL0840,1
R002077,AC082,FL1966,1
R002078,AC082,FL0502,1
R002079,AC082,FL2939,1
R002080,AC082,FL1117,2
R002081,AC082,FL1159,3
R002082,AC082,FL0031,4
R002083,AC083,FL1199,1
R002084,AC083,FL0077,1
R002085,AC083,FL2522,2
R002086,AC083,FL0045,3
R002087,AC083,FL2003,4
R002088,AC083,FL0977,5
R002089,AC083,FL1073,6
R002090,AC083,FL2302,1
R002091,AC083,FL1169,1
R002092,AC083,FL0523,2
R002093,AC083,FL1135,1
R002094,AC083,FL2626,2
R002095,AC083,FL2317,1
R002096,AC083,FL2105,1
R002097,AC083,FL1265,1
R002098,AC083,FL1317,2
R002099,AC083,FL1916,3
R002100,AC083,FL1997,1
R002101,AC083,FL0323,1
R002102,AC083,FL1785,1
R002103,AC083,FL0495,1
R002104,AC083,FL1493,2
R002105,AC083,FL2245,1
R002106,AC083,FL1142,1
R002107,AC084,FL2604,1
R002108,AC084,FL2742,1
R002109,AC084,FL1928,2
R002110,AC084,FL1358,3
R002111,AC084,FL2608,4
R002112,AC084,FL0300,5
R002113,AC084,FL0651,6
R002114,AC084,FL0030,1
R002115,AC084,FL2822,1
R002116,AC084,FL2865,1
R002117,AC084,FL0891,2
R002118,AC084,FL2101,3
R002119,AC084,FL2722,1
R002120,AC084,FL2319,2
R002121,AC084,FL2927,1
R002122,AC084,FL1826,2
R002123,AC084,FL0880,1
R002124,AC084,FL1133,2
R002125,AC084,FL2627,3
R002126,AC084,FL1635,1
R002127,AC084,FL1054,2
R002128,AC084,FL2197,1
R002129,AC084,FL1968,1
R002130,AC084,FL0463,2
R002131,AC084,FL2037,3
R002132,AC084,FL1972,1
R002133,AC084,FL2120,1
R002134,AC084,FL0220,2
R002135,AC085,FL1970,1
R002136,AC085,FL0586,2
R002137,AC085,FL2428,1
R002138,AC085,FL1637,2
R002139,AC085,FL1798,1
R002140,AC085,FL1622,2
R002141,AC085,FL0054,3
R002142,AC085,FL1310,4
R002143,AC085,FL2213,5
R002144,AC085,FL1736,1
R002145,AC085,FL1731,2
R002146,AC085,FL1705,3
R002147,AC085,FL0627,4
R002148,AC085,FL0852,1
R002149,AC085,FL2570,1
R002150,AC085,FL2631,1
R002151,AC085,FL0243,2
R002152,AC085,FL0096,3
R002153,AC085,FL0521,4
R002154,AC085,FL1353,5
R002155,AC085,FL0092,1
R002156,AC085,FL2798,2
R002157,AC085,FL1769,1
R002158,AC085,FL0625,2
R002159,AC086,FL1513,1
R002160,AC086,FL0711,2
R002161,AC086,FL2115,3
R002162,AC086,FL2746,1
R002163,AC086,FL2501,2
R002164,AC086,FL1947,3
R002165,AC086,FL1909,1
R002166,AC086,FL1700,1
R002167,AC086,FL2982,1
R002168,AC086,FL0285,2
R002169,AC086,FL1717,1
R002170,AC086,FL1608,2
R002171,AC086,FL2432,3
R002172,AC086,FL2770,1
R002173,AC086,FL1066,1
R002174,AC086,FL1481,1
R002175,AC086,FL2022,1
R002176,AC086,FL0325,2
R002177,AC086,FL0311,3
R002178,AC086,FL1305,1
R002179,AC086,FL2965,1
R002180,AC086,FL2846,2
R002181,AC086,FL2683,1
R002182,AC086,FL1012,2
R002183,AC086,FL0028,1
R002184,AC086,FL1355,2
R002185,AC086,FL2882,1
R002186,AC086,FL2079,1
R002187,AC088,FL2821,1
R002188,AC088,FL2710,2
R002189,AC088,FL0440,3
R002190,AC088,FL0808,4
R002191,AC088,FL1978,5
R002192,AC088,FL1612,6
R002193,AC088,FL2380,1
R002194,AC088,FL1903,1
R002195,AC088,FL2143,1
R002196,AC088,FL0399,1
R002197,AC088,FL1933,1
R002198,AC088,FL1618,1
R002199,AC088,FL1667,1
R002200,AC088,FL2937,2
R002201,AC088,FL1091,1
R002202,AC088,FL2566,1
R002203,AC088,FL1937,1
R002204,AC088,FL2999,1
R002205,AC088,FL2610,1
R002206,AC088,FL0825,2
R002207,AC088,FL0371,1
R002208,AC088,FL1895,1
R002209,AC088,FL0327,1
R002210,AC088,FL1125,2
R002211,AC088,FL2863,1
R002212,AC088,FL2598,2
R002213,AC088,FL1308,3
R002214,AC088,FL2255,1
R002215,AC089,FL0561,1
R002216,AC089,FL0631,1
R002217,AC089,FL2039,1
R002218,AC089,FL0010,2
R002219,AC089,FL1406,3
R002220,AC089,FL0842,1
R002221,AC089,FL2955,2
R002222,AC089,FL1671,3
R002223,AC089,FL2677,4
R002224,AC089,FL1184,1
R002225,AC089,FL0678,2
R002226,AC089,FL2065,1
R002227,AC089,FL2488,1
R002228,AC089,FL1129,2
R002229,AC089,FL1801,1
R002230,AC089,FL1446,1
R002231,AC089,FL1522,1
R002232,AC089,FL2964,2
R002233,AC089,FL1349,3
R002234,AC089,FL2791,1
R002235,AC089,FL0453,2
R002236,AC089,FL0597,1
R002237,AC089,FL1848,2
R002238,AC089,FL0596,3
R002239,AC089,FL0448,4
R002240,AC090,FL2223,1
R002241,AC090,FL1887,1
R002242,AC090,FL0277,1
R002243,AC090,FL1837,1
R002244,AC090,FL2225,1
R002245,AC090,FL1871,2
R002246,AC090,FL1693,1
R002247,AC090,FL1248,1
R002248,AC090,FL1049,1
R002249,AC090,FL1908,1
R002250,AC090,FL1109,2
R002251,AC090,FL2350,3
R002252,AC090,FL0693,4
R002253,AC090,FL1910,1
R002254,AC090,FL0369,2
R002255,AC090,FL0279,3
R002256,AC090,FL1520,4
R002257,AC090,FL0194,5
R002258,AC090,FL0288,1
R002259,AC090,FL1575,2
R002260,AC090,FL2089,1
R002261,AC090,FL0916,1
R002262,AC090,FL1650,1
R002263,AC090,FL0860,1
R002264,AC090,FL2853,1
R002265,AC090,FL1459,1
R002266,AC090,FL2418,2
R002267,AC090,FL1704,1
R002268,AC091,FL2025,1
R002269,AC091,FL0510,1
R002270,AC091,FL0003,2
R002271,AC091,FL2474,1
R002272,AC091,FL1277,2
R002273,AC091,FL2084,3
R002274,AC091,FL1254,1
R002275,AC091,FL0345,1
R002276,AC091,FL0600,1
R002277,AC091,FL2812,2
R002278,AC091,FL0094,1
R002279,AC091,FL1351,2
R002280,AC091,FL2682,3
R002281,AC091,FL0989,4
R002282,AC091,FL2630,1
R002283,AC091,FL2144,1
R002284,AC091,FL0960,1
R002285,AC091,FL0822,1
R002286,AC091,FL0700,2
R002287,AC091,FL1299,1
R002288,AC091,FL1762,1
R002289,AC091,FL1532,2
R002290,AC091,FL2805,3
R002291,AC091,FL2997,4
R002292,AC092,FL0078,1
R002293,AC092,FL0757,2
R002294,AC092,FL0577,1
R002295,AC092,FL2800,1
R002296,AC092,FL2261,2
R002297,AC092,FL1362,3
R002298,AC092,FL1478,4
R002299,AC092,FL0097,5
R002300,AC092,FL2451,6
R002301,AC092,FL0908,1
R002302,AC092,FL0464,1
R002303,AC092,FL1480,2
R002304,AC092,FL1099,1
R002305,AC092,FL1439,1
R002306,AC092,FL1471,2
R002307,AC092,FL2307,3
R002308,AC092,FL0686,4
R002309,AC092,FL2151,1
R002310,AC092,FL0900,1
R002311,AC092,FL0966,1
R002312,AC092,FL1339,1
R002313,AC092,FL2462,2
R002314,AC092,FL0134,3
R002315,AC092,FL1737,1
R002316,AC092,FL0572,1
R002317,AC092,FL1264,2
R002318,AC092,FL0669,3
R002319,AC092,FL1070,1
R002320,AC092,FL1369,1
R002321,AC092,FL2149,1
R002322,AC092,FL0905,2
R002323,AC092,FL0079,1
R002324,AC092,FL0765,1
R002325,AC092,FL2440,1
R002326,AC092,FL1225,1
R002327,AC093,FL0180,1
R002328,AC093,FL1032,2
R002329,AC093,FL0562,3
R002330,AC093,FL0301,4
R002331,AC093,FL1868,5
R002332,AC093,FL0668,6
R002333,AC093,FL1160,1
R002334,AC093,FL2083,1
R002335,AC093,FL1189,1
R002336,AC093,FL2705,1
R002337,AC093,FL1377,1
R002338,AC093,FL0269,1
R002339,AC093,FL1958,1
R002340,AC093,FL0412,2
R002341,AC093,FL2948,3
R002342,AC093,FL1123,1
R002343,AC093,FL0660,1
R002344,AC093,FL1873,2
R002345,AC093,FL0354,1
R002346,AC093,FL2537,1
R002347,AC093,FL2807,2
R002348,AC093,FL0333,1
R002349,AC093,FL0252,1
R002350,AC093,FL1577,1
R002351,AC093,FL2231,2
R002352,AC093,FL2118,1
R002353,AC093,FL2044,1
R002354,AC093,FL0603,1
R002355,AC093,FL2919,1
R002356,AC093,FL0441,1
R002357,AC094,FL2935,1
R002358,AC094,FL2356,1
R002359,AC094,FL1495,2
R002360,AC094,FL2365,3
R002361,AC094,FL2339,4
R002362,AC094,FL0748,5
R002363,AC094,FL0355,1
R002364,AC094,FL2614,2
R002365,AC094,FL0478,3
R002366,AC094,FL1015,1
R002367,AC094,FL0188,1
R002368,AC094,FL1749,1
R002369,AC094,FL2639,1
R002370,AC094,FL1170,2
R002371,AC094,FL2797,1
R002372,AC094,FL2251,1
R002373,AC094,FL0087,2
R002374,AC094,FL2262,1
R002375,AC094,FL1561,1
R002376,AC094,FL1534,2
R002377,AC094,FL1559,1
R002378,AC094,FL2028,1
R002379,AC096,FL0767,1
R002380,AC096,FL1807,2
R002381,AC096,FL2071,1
R002382,AC096,FL0636,1
R002383,AC096,FL0899,2
R002384,AC096,FL1745,1
R002385,AC096,FL0320,1
R002386,AC096,FL0385,1
R002387,AC096,FL0281,1
R002388,AC096,FL1825,2
R002389,AC096,FL1771,1
R002390,AC096,FL0923,1
R002391,AC096,FL1186,2
R002392,AC096,FL1151,3
R002393,AC096,FL2867,4
R002394,AC096,FL0294,1
R002395,AC096,FL2706,2
R002396,AC096,FL0444,3
R002397,AC096,FL2218,1
R002398,AC096,FL1068,1
R002399,AC096,FL1090,2
R002400,AC096,FL0366,1
R002401,AC096,FL1889,1
R002402,AC096,FL2698,1
R002403,AC096,FL1740,1
R002404,AC096,FL0340,2
R002405,AC096,FL1162,3
R002406,AC096,FL0485,1
R002407,AC097,FL2849,1
R002408,AC097,FL2556,1
R002409,AC097,FL2921,2
R002410,AC097,FL2866,3
R002411,AC097,FL0056,1
R002412,AC097,FL2508,2
R002413,AC097,FL0457,1
R002414,AC097,FL0733,2
R002415,AC097,FL0330,3
R002416,AC097,FL1321,4
R002417,AC097,FL1237,5
R002418,AC097,FL2675,6
R002419,AC097,FL2694,1
R002420,AC097,FL2336,1
R002421,AC097,FL0167,2
R002422,AC097,FL0063,3
R002423,AC097,FL2012,4
R002424,AC097,FL0737,1
R002425,AC097,FL0634,1
R002426,AC097,FL1905,2
R002427,AC097,FL1437,3
R002428,AC097,FL1900,1
R002429,AC097,FL2372,1
R002430,AC097,FL0807,2
R002431,AC097,FL0987,1
R002432,AC097,FL2366,2
R002433,AC097,FL0108,1
R002434,AC097,FL1590,1
R002435,AC097,FL1251,1
R002436,AC097,FL0394,1
R002437,AC097,FL1300,1
R002438,AC097,FL1079,1
R002439,AC097,FL0289,1
R002440,AC099,FL0304,1
R002441,AC099,FL1319,1
R002442,AC099,FL1946,1
R002443,AC099,FL0775,1
R002444,AC099,FL2082,1
R002445,AC099,FL2527,2
R002446,AC099,FL1209,1
R002447,AC099,FL0927,1
R002448,AC099,FL0865,2
R002449,AC099,FL2409,1
R002450,AC099,FL0827,1
R002451,AC099,FL0974,1
R002452,AC099,FL1499,2
R002453,AC099,FL1041,1
R002454,AC099,FL1154,1
R002455,AC099,FL0339,1
R002456,AC099,FL1880,1
R002457,AC099,FL2704,2
R002458,AC099,FL1757,3
R002459,AC099,FL1375,1
R002460,AC099,FL1084,1
R002461,AC099,FL1410,2
R002462,AC099,FL0176,3
R002463,AC099,FL0296,4
R002464,AC099,FL0728,1
R002465,AC099,FL1881,2
R002466,AC099,FL2045,1
R002467,AC099,FL0422,2
R002468,AC099,FL2838,1
R002469,AC099,FL1685,2
R002470,AC100,FL1047,1
R002471,AC100,FL2553,1
R002472,AC100,FL0719,2
R002473,AC100,FL2751,1
R002474,AC100,FL2186,1
R002475,AC100,FL1207,2
R002476,AC100,FL1907,3
R002477,AC100,FL1243,1
R002478,AC100,FL1291,1
R002479,AC100,FL1781,2
R002480,AC100,FL0466,1
R002481,AC100,FL2795,1
R002482,AC100,FL2620,2
R002483,AC100,FL0550,3
R002484,AC100,FL1080,1
R002485,AC100,FL0439,2
R002486,AC100,FL1607,3
R002487,AC100,FL1433,4
R002488,AC100,FL0724,1
R002489,AC100,FL2198,2
R002490,AC100,FL2315,1
R002491,AC100,FL1761,1
R002492,AC100,FL2734,2
R002493,AC100,FL1229,1
R002494,AC100,FL1007,2
R002495,AC101,FL2005,1
R002496,AC101,FL0926,1
R002497,AC101,FL0420,1
R002498,AC101,FL2548,2
R002499,AC101,FL0620,3
R002500,AC101,FL2550,1
R002501,AC101,FL2956,2
R002502,AC101,FL1626,3
R002503,AC101,FL2293,1
R002504,AC101,FL2686,1
R002505,AC101,FL0316,2
R002506,AC101,FL1539,1
R002507,AC101,FL0268,2
R002508,AC101,FL1665,1
R002509,AC101,FL1018,2
R002510,AC101,FL1820,1
R002511,AC101,FL0898,1
R002512,AC101,FL2693,2
R002513,AC101,FL2603,3
R002514,AC101,FL0362,1
R002515,AC101,FL2813,1
R002516,AC101,FL1739,1
R002517,AC101,FL0061,1
R002518,AC101,FL2481,2
R002519,AC101,FL1396,3
R002520,AC102,FL2870,1
R002521,AC102,FL2306,2
R002522,AC102,FL2625,1
R002523,AC102,FL1286,1
R002524,AC102,FL1849,1
R002525,AC102,FL1371,2
R002526,AC102,FL0555,1
R002527,AC102,FL1259,2
R002528,AC102,FL2788,3
R002529,AC102,FL1285,1
R002530,AC102,FL0120,1
R002531,AC102,FL0109,1
R002532,AC102,FL1546,2
R002533,AC102,FL0396,1
R002534,AC102,FL2859,2
R002535,AC102,FL1782,1
R002536,AC102,FL0171,1
R002537,AC102,FL1527,1
R002538,AC102,FL2855,2
R002539,AC102,FL2352,1
R002540,AC102,FL1166,1
R002541,AC102,FL2530,1
R002542,AC102,FL1485,2
R002543,AC102,FL0365,1
R002544,AC102,FL2343,1
R002545,AC102,FL1208,1
R002546,AC102,FL0551,1
R002547,AC102,FL1765,2
R002548,AC102,FL1432,1
R002549,AC102,FL2091,1
R002550,AC102,FL2738,1
R002551,AC102,FL1799,1
R002552,AC102,FL0525,1
R002553,AC102,FL2914,1
R002554,AC103,FL1563,1
R002555,AC103,FL0071,2
R002556,AC103,FL2876,3
R002557,AC103,FL0639,1
R002558,AC103,FL2884,2
R002559,AC103,FL0919,3
R002560,AC103,FL0796,1
R002561,AC103,FL1729,2
R002562,AC103,FL2510,3
R002563,AC103,FL2073,4
R002564,AC103,FL1917,5
R002565,AC103,FL0270,1
R002566,AC103,FL0395,1
R002567,AC103,FL2673,2
R002568,AC103,FL1247,1
R002569,AC103,FL1683,2
R002570,AC103,FL0214,3
R002571,AC103,FL0165,4
R002572,AC103,FL1037,1
R002573,AC103,FL0820,1
R002574,AC103,FL0136,2
R002575,AC103,FL1421,3
R002576,AC103,FL0128,4
R002577,AC105,FL2908,1
R002578,AC105,FL1853,1
R002579,AC105,FL2308,1
R002580,AC105,FL2287,2
R002581,AC105,FL2886,3
R002582,AC105,FL1615,1
R002583,AC105,FL1893,1
R002584,AC105,FL2296,1
R002585,AC105,FL0912,2
R002586,AC105,FL0314,3
R002587,AC105,FL1992,1
R002588,AC105,FL1836,1
R002589,AC105,FL2416,2
R002590,AC105,FL0876,3
R002591,AC105,FL1258,1
R002592,AC105,FL2806,1
R002593,AC105,FL0504,1
R002594,AC105,FL1566,2
R002595,AC105,FL0048,1
R002596,AC105,FL1215,1
R002597,AC105,FL2505,1
R002598,AC105,FL2889,1
R002599,AC105,FL0614,2
R002600,AC105,FL1442,1
R002601,AC105,FL0770,1
R002602,AC105,FL2554,2
R002603,AC105,FL0947,3
R002604,AC105,FL0824,4
R002605,AC106,FL2063,1
R002606,AC106,FL2038,1
R002607,AC106,FL0732,2
R002608,AC106,FL0043,1
R002609,AC106,FL1845,1
R002610,AC106,FL2968,2
R002611,AC106,FL1874,1
R002612,AC106,FL1616,2
R002613,AC106,FL2137,1
R002614,AC106,FL1350,1
R002615,AC106,FL1912,1
R002616,AC106,FL1028,2
R002617,AC106,FL1141,3
R002618,AC106,FL2435,1
R002619,AC106,FL1979,1
R002620,AC106,FL0878,1
R002621,AC106,FL0438,1
R002622,AC106,FL1551,2
R002623,AC106,FL1008,3
R002624,AC106,FL1662,4
R002625,AC106,FL0679,5
R002626,AC106,FL1338,1
R002627,AC106,FL0934,2
R002628,AC106,FL2760,1
R002629,AC106,FL0416,2
R002630,AC106,FL2230,3
R002631,AC106,FL1804,1
R002632,AC106,FL0931,2
R002633,AC106,FL1996,3
R002634,AC106,FL2996,4
R002635,AC107,FL0266,1
R002636,AC107,FL2314,2
R002637,AC107,FL0924,1
R002638,AC107,FL1838,1
R002639,AC107,FL2250,1
R002640,AC107,FL1466,2
R002641,AC107,FL0377,3
R002642,AC107,FL1210,1
R002643,AC107,FL0417,1
R002644,AC107,FL1407,2
R002645,AC107,FL2048,1
R002646,AC107,FL2363,2
R002647,AC107,FL2635,3
R002648,AC107,FL1140,1
R002649,AC107,FL0780,1
R002650,AC107,FL0578,2
R002651,AC107,FL1348,3
R002652,AC107,FL0549,1
R002653,AC107,FL1451,1
R002654,AC107,FL2256,2
R002655,AC107,FL1496,1
R002656,AC107,FL1913,1
R002657,AC107,FL2772,1
R002658,AC107,FL1307,2
R002659,AC107,FL0181,1
R002660,AC107,FL0135,2
R002661,AC107,FL0358,1
R002662,AC107,FL2457,2
R002663,AC107,FL0574,3
R002664,AC107,FL0409,1
R002665,AC107,FL2212,1
R002666,AC107,FL1440,1
R002667,AC107,FL0451,1
R002668,AC107,FL2424,1
R002669,AC108,FL0170,1
R002670,AC108,FL2456,2
R002671,AC108,FL0646,3
R002672,AC108,FL1180,1
R002673,AC108,FL2769,2
R002674,AC108,FL1625,3
R002675,AC108,FL0846,4
R002676,AC108,FL2108,5
R002677,AC108,FL2050,1
R002678,AC108,FL1490,1
R002679,AC108,FL0641,1
R002680,AC108,FL0886,2
R002681,AC108,FL0938,1
R002682,AC108,FL1821,2
R002683,AC108,FL1790,1
R002684,AC108,FL2589,1
R002685,AC108,FL2030,1
R002686,AC108,FL0497,2
R002687,AC108,FL2766,1
R002688,AC108,FL2014,2
R002689,AC108,FL0297,3
R002690,AC108,FL2106,4
R002691,AC108,FL0657,1
R002692,AC108,FL1269,1
R002693,AC108,FL1954,1
R002694,AC108,FL0231,1
R002695,AC108,FL1363,2
R002696,AC109,FL1409,1
R002697,AC109,FL1675,1
R002698,AC109,FL0918,1
R002699,AC109,FL0005,1
R002700,AC109,FL2484,2
R002701,AC109,FL1571,3
R002702,AC109,FL2128,4
R002703,AC109,FL2662,5
R002704,AC109,FL1357,1
R002705,AC109,FL0557,2
R002706,AC109,FL0672,1
R002707,AC109,FL0215,2
R002708,AC109,FL2835,3
R002709,AC109,FL0051,4
R002710,AC109,FL1397,5
R002711,AC109,FL2504,1
R002712,AC109,FL0949,1
R002713,AC109,FL1010,1
R002714,AC109,FL0246,1
R002715,AC109,FL0431,1
R002716,AC109,FL2711,2
R002717,AC109,FL0854,3
R002718,AC109,FL1270,1
R002719,AC109,FL0943,1
R002720,AC109,FL2434,1
R002721,AC109,FL1274,2
R002722,AC109,FL0434,3
R002723,AC109,FL2944,1
R002724,AC110,FL1963,1
R002725,AC110,FL1924,1
R002726,AC110,FL0612,1
R002727,AC110,FL0759,1
R002728,AC110,FL0621,1
R002729,AC110,FL0139,2
R002730,AC110,FL1950,1
R002731,AC110,FL1599,1
R002732,AC110,FL1505,2
R002733,AC110,FL2021,1
R002734,AC110,FL2359,2
R002735,AC110,FL2615,3
R002736,AC110,FL1678,1
R002737,AC110,FL0239,1
R002738,AC110,FL1244,1
R002739,AC110,FL2980,1
R002740,AC110,FL2421,1
R002741,AC110,FL1214,1
R002742,AC110,FL0522,2
R002743,AC110,FL0168,3
R002744,AC110,FL2248,4
R002745,AC110,FL0058,1
R002746,AC110,FL1195,2
R002747,AC110,FL0103,1
R002748,AC110,FL2295,1
R002749,AC110,FL0101,1
R002750,AC110,FL1862,2
R002751,AC110,FL1051,3
R002752,AC110,FL0489,4
R002753,AC111,FL0869,1
R002754,AC111,FL2273,1
R002755,AC111,FL2490,1
R002756,AC111,FL1542,2
R002757,AC111,FL0702,3
R002758,AC111,FL0687,4
R002759,AC111,FL0032,1
R002760,AC111,FL1839,2
R002761,AC111,FL1643,1
R002762,AC111,FL2571,1
R002763,AC111,FL2916,2
R002764,AC111,FL1796,1
R002765,AC111,FL2486,2
R002766,AC111,FL2660,3
R002767,AC111,FL1707,1
R002768,AC111,FL2851,2
R002769,AC111,FL2687,1
R002770,AC111,FL2055,1
R002771,AC111,FL2495,1
R002772,AC111,FL2078,1
R002773,AC112,FL2018,1
R002774,AC112,FL0992,1
R002775,AC112,FL0714,1
R002776,AC112,FL0887,2
R002777,AC112,FL0235,3
R002778,AC112,FL1272,4
R002779,AC112,FL0701,5
R002780,AC112,FL2178,1
R002781,AC112,FL2330,2
R002782,AC112,FL1878,1
R002783,AC112,FL1203,1
R002784,AC112,FL0467,2
R002785,AC112,FL1311,3
R002786,AC112,FL1938,4
R002787,AC112,FL1145,1
R002788,AC112,FL1953,2
R002789,AC112,FL2066,1
R002790,AC112,FL1196,2
R002791,AC112,FL0670,3
R002792,AC112,FL2804,1
